name,link,edition,author,release,ratings,rating_counts,price,genres
Ladybird Big Noisy Book: Farm Hullaballoo!,/Ladybird-Big-Noisy-Book-Hullaballoo/dp/1409306682,,by Ladybird  , 26 April 2011,4.6,"2,011  ",650,
"Sank Magic Practice for kids Copybook, Magic practice book for kids(4 BOOK + 10 REFILL+ 1 pen +1 grip) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering",/Practice-Preschoolers-Calligraphy-Practical-Lettering/dp/B09VCN8ZS8,,by QSHIXLE , 1 January 2020,4.3,938  ,499,
Shine India Year Book 2023 (Telugu Medium),/Shine-India-Year-Telugu-Medium/dp/B0BR83M7SP,Telugu Edition , by Sayyad Raja , 26 December 2022,,,239,
Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,/Eat-That-Frog-Great-Procrastinating/dp/152309513X,,by Brian Tracy  , 21 August 2018,4.6,"6,879  ",299,
Beginner's Photography Book: An introduction to digital photography and related terminology.,/Beginners-Photography-Book-introduction-terminology-ebook/dp/B017GUJC32,,by Keith Silvas , 1 November 2015,5.0,8  ,0,
Smart Study - 812 Police Bharti - Bhag 2 - Prashnapatrika Sanch - 25025+ Prashna - 4th./Ed. - 2022,/Smart-Study-Police-Prashnapatrika-Prashna/dp/B0BMB526XR,Marathi Edition , by Vitthal Rautwar , 13 November 2022,5.0,1  ,580,
Mental Maths - Mathematics Activity Book 2,/Mental-Maths-Mathematics-Activity-Book/dp/9391924034,,by Maple Press  , 10 May 2022,4.2,28  ,95,
Gita Press Gorakhpur Geeta Daynandini Dairy (Delux Edition 2023) By Shri Ji Books (Code-2278),/Press-Gorakhpur-Geeta-Daynandini-Code-2278/dp/B09NTLB4TX,Hindi Edition , by Gita Press Gorakhpur , 31 October 2021,4.5,5  ,125,
ब्रम्हास्त्र करंट अफेयर्स 2022 by MJT Education | January to December 2022 Current Affairs book in Hindi for all exams| Bramhastra Current Affairs 2022 | MJT Education books,/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D%E0%A4%B9%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0-%E0%A4%85%E0%A4%AB%E0%A5%87%E0%A4%AF%E0%A4%B0%E0%A5%8D%E0%A4%B8-Education-December-Bramhastra/dp/B0BN5VMKYP,Hindi Edition , by Er SUMIT MISHRA , 22 November 2022,4.0,9  ,220,
My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design),/First-Learning-Library-Box-Set/dp/9388369882,,by Wonder House Books  , 1 January 2019,4.6,"12,779  ","1,499",in Dictionaries
"Writing Practice Boxset: Pack of 4 Books (Writing Fun: Write And Practice Capital Letters, Small Letters, Patterns and Numbers 1 to 10)",/Writing-Fun-Set-Books-Practice/dp/9387779777,,by Wonder House Books  , 1 January 2018,4.3,"10,832  ",399,in Handwriting Reference
My First Experiences Sticker Book: My first sticker books,/My-First-Experiences-Sticker-Book/dp/9388369815,,by Wonder House Books  , 20 January 2019,4.4,974  ,225,
Embrace Your Power: A Guide to Living Your Best Life (Personal Transformation Book 2),/Embrace-Your-Power-Personal-Transformation-ebook/dp/B0BR2QHZG6,,by Sofia Morico  , 24 December 2022,4.5,2  ,0,
SSC CGL Tier 2 Computer Knowledge Book English Medium,/Tier-Computer-Knowledge-English-Medium/dp/B0BP76HXG3,,by Pinnacle Publications , 5 December 2022,4.4,4  ,450,
Mahagenco Exam Book for Electrical and Instrumentation Engineering,/Mahagenco-Exam-Electrical-Instrumentation-Engineering/dp/B0BNDTQTTG,,by Mr. Pramod Deshkari , 24 August 2022,,,699,
World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books): Perfect Motivational Gift Set,/Worlds-Greatest-Personal-Growth-Wealth/dp/9389432014,,"by Dale Carnegie, Napoleon Hill, et al. ", 1 August 2019,4.5,"21,860  ",699,in Development & Growth
CARDEX Magic Practice Copy Books Set of 4 Magic Writing & Drawing Books Kit Calligraphy Books for kids Alphabets for Kids Learning Handwriting Practice Copybook for Kids With Pen set for Preschooler,/Practice-Calligraphy-Alphabets-Handwriting-Preschooler/dp/B09X2YNH2S,,by CARDEX , 1 January 2020,4.5,261  ,499,
Brain Activity Book for Kids - 200+ Activities for Age 4+,/Brain-Activity-Book-Kids-Activities/dp/9391924301,,by Maple Press  , 1 September 2021,4.4,562  ,94,
You Can,/You-Can-George-Matthew-Adams/dp/9389931843,,by George Matthew Adams  , 6 August 2020,4.3,"2,570  ",149,
"QOKZEK Magic Practice Copybook, (4 BOOK + 1 PEN + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic calligraphy books for kids Reusable Writing Tool (SIZE- 19*13 cm)",/Practice-Copybook-Preschoolers-calligraphy-Reusable/dp/B0743DXTVX,,by QOKZEK , 3 July 2022,4.5,"2,392  ",699,
Moral Stories for Children -Set of 10 Illustrated Story Books (Packed in a Gift Box),/Moral-Stories-Children-Illustrated-Packed/dp/9391258492,,by Om Books Editorial Team , 14 January 2022,4.3,623  ,500,
Chocolate Recipe Book: A Cookbook Filled with Sweet Treats for All Chocolate Lovers,/Chocolate-Recipe-Book-Cookbook-Filled-ebook/dp/B0BQYCG74R,,by Noah Wood  , 22 December 2022,,,0,
Dnyandeep Talathi 2022 - Vargikrut Prashnasanch (Marathi),/Dnyandeep-Talathi-2022-Vargikrut-Prashnasanch/dp/B09P75ZB13,Marathi Edition , by Jitendra Pundekar and Mahesh Shinde , 25 December 2021,4.2,83  ,580,
Nursery Rhymes Board Book (My First Book Series): Illustrated Classic Nursery Rhymes,/Nursery-Rhymes-Board-Book-First/dp/9388144201,,by Wonder House Books  , 1 January 2018,4.6,"3,066  ",299,
My First Little Librarian: Boxset of 12 Best Board Books for Kids,/My-First-Little-Librarian-Boxset/dp/B08MLC2GD6,,by THE BOOK TREE , 1 January 2019,4.4,"3,966  ",899,in Writing Guides
आर्थिक नियोजन हीच काळाची गरज: शिका श्रीमंत बनण्याची मानसिकता,/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%95-%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8-%E0%A4%B9%E0%A5%80%E0%A4%9A-%E0%A4%95%E0%A4%BE%E0%A4%B3%E0%A4%BE%E0%A4%9A%E0%A5%80-%E0%A4%97%E0%A4%B0%E0%A4%9C/dp/9393966486,Marathi Edition , by Pritam Patil , 20 December 2022,,,599,
My First Shapes and Colours Sticker Book: Exciting Sticker Book With 100 Stickers,/First-Shapes-Colours-Sticker-Book/dp/938814497X,,by Wonder House Books  , 25 November 2018,4.5,"1,325  ",225,
BlackBook of English Vocabulary January 2022,/BlackBook-English-Vocabulary-January-2022/dp/B09QSZFFBW,,by Nikhil K Gupta , 21 January 2022,4.5,951  ,399,in SSC Exam
My First Transport Sticker Book: Exciting Sticker Book With 100 Stickers,/My-First-Transport-Sticker-Book/dp/9388144988,,by Wonder House Books  , 25 November 2018,4.5,955  ,229,
Addition and Subtraction Activity Book For Children - 80+ Activities Inside,/Addition-Subtraction-Activity-Book-Children/dp/9354402380,,by Wonder House Books , 30 July 2022,5.0,1  ,139,
ADMINISTRATION & FINANCE: COMPETITIVE EXAM RESOURCE BOOK- (KVS / NVS/ EMRS) (Hindi Edition),/ADMINISTRATION-FINANCE-COMPETITIVE-RESOURCE-BOOK-ebook/dp/B087QGG5SD,Hindi Edition , by DR. SHASHIKANT GAIKWAD , 26 April 2020,3.6,5  ,0,
"All-Time Favourites for Children: Classic Collection of 25+ most-loved, great stories by famous award-winning author (Illustrated, must-read fiction short stories for kids)",/All-Time-Favourites-Children-award-winning-Illustrated/dp/0143451936,,by Ruskin Bond  , 21 May 2021,4.6,"1,248  ",250,
"Karma: A Yogi's Guide to Crafting Your Destiny | Spirituality, Self-improvement & Self help books by Sadhguru | Penguin",/Karma-PUBLISHERS-BESTSELLER-spirituality-self-improvement/dp/0143452673,,by Sadhguru  , 27 April 2021,4.7,"10,406  ",299,"in Health, Fitness & Nutrition"
Elpu and The Enchanted Book,/Elpu-Enchanted-Book-Kuvam-Gupta/dp/B0BQMY9B8Y,,by Kuvam Gupta , 20 December 2022,,,299,
Origami - Step-by-Step Introduction To The Art of Paper-Folding - Activity Book For Children - Level 1: Beginners,/Origami-Step-Step-Introduction-Paper-Folding/dp/9354404928,,by Wonder House Books , 20 October 2022,,,199,
World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books) (Hindi),/Worlds-Greatest-Personal-Growth-Wealth/dp/9390391512,Hindi Edition , by Various , 1 September 2020,4.4,"1,646  ",750,
Think and Grow Rich (Hindi),/Think-Grow-Rich-Hindi-Napoleon/dp/8175993561,Hindi Edition , by Napoleon Hill  , 1 March 2016,4.3,"6,186  ",175,in Commerce
"Microsoft Office 365 for Beginners 2023: (9 Books in 1) The Complete Easy-to-Follow Guide to Become a Pro | Includes Excel, Word, PowerPoint, OneNote, OneDrive, OutLook, Teams, Access and Publisher",/Microsoft-Office-Beginners-Easy-Follow-ebook/dp/B0BR2XX21Y,,by Francisco Craney , 24 December 2022,,,0,
"Samanya Prabandhan MP Patwari, ARO, Jan Sampark Adhikari and other Exams Pramesh Universal India | General Management",/Samanya-Prabandhan-Adhikari-Universal-Management/dp/B0BN4CFKNW,Hindi Edition ," by Nidhi Singh Parihar, Dinesh Singh Chauhan, et al. ", 21 November 2022,4.0,9  ,300,
Motivation- Colouring Book for Adults: Adult Colouring Book for Peace & Relaxation,/Motivation-Adult-Colouring-Peace-Relaxation/dp/9387177033,,by Dreamland Publications  , 1 January 2021,4.5,"2,304  ",180,in Painting Books
The Power of A Positive Attitude: Your Road To Success,/Power-Positive-Attitude-Your-Success/dp/9389432642,,by Roger Fritz  and Ph.D. Edited by Arthur R. Pell , 1 September 2019,4.4,"2,942  ",150,in Language Learning & Teaching
"Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words",/Cursive-Writing-Books-Set/dp/9388304128,,by Maple Press  , 1 October 2018,4.4,"1,017  ",430,
"Isapniti Book in Marathi, Story Books Combo Pack for Kids, Children Literature, Moral stories, इसापनीती बाल कथा, छान छान गोष्टी पुस्तके, लहान मुलांच्या गोष्टीचे पुस्तक, बोधकथा",/Isapniti-Children-Literature-%E0%A4%87%E0%A4%B8%E0%A4%BE%E0%A4%AA%E0%A4%A8%E0%A5%80%E0%A4%A4%E0%A5%80-%E0%A4%AE%E0%A5%81%E0%A4%B2%E0%A4%BE%E0%A4%82%E0%A4%9A%E0%A5%8D%E0%A4%AF%E0%A4%BE/dp/B09C1SKFM6,Marathi Edition , by Baba Bhand , 1 January 2017,4.2,96  ,200,
HOTNIX Magic Practice Copy Books Set of 4 Magic Writing & Drawing Books Kit Calligraphy Books for kids Alphabets for Kids Learning Handwriting Practice Copybook for Kids With Pen set for Preschooler,/Practice-Calligraphy-Alphabets-Handwriting-Preschooler/dp/B09TTHCZ4Q,,by HOTNIX , 2 March 2022,3.9,300  ,599,
"Master English Pronunciation & Intonation Like A Pro: The 52 Complete Pronunciation, Intonation & Stress Lessons, Rules & Guides with Clear Explanations ... and Intonation Like A Pro Book 3)",/Master-English-Pronunciation-Intonation-Like-ebook/dp/B0BR8C1XHK,,"by Matthew  Roberts  , Anna  Brown , et al. ", 27 December 2022,,,0,
"Chandan sir's Arithmetic Class Notes, Bilingual (English/Telugu)",/Chandan-Arithmetic-Bilingual-English-Telugu/dp/B0BLSMG9BP,Telugu Edition , by Chandan Kumar Venna , 1 January 2022,4.6,107  ,599,
The Book of Everlasting Things: A Novel,/Book-Everlasting-Things-Novel-ebook/dp/B0BJ7N6LVS,,by Aanchal Malhotra  , 27 December 2022,3.0,2  ,799,
SSC CGL Mains (TIER - II) Mathematics by RAJA SIR | 28 Sets (2010 to 2021/22) 2800 PYQs |Yearwise and Topicwise | Bilingual | Complete Solutions and Analytics,/SSC-CGL-Mains-TIER-Mathematics/dp/B0BPSQX6P4,,by Raja Sir , 9 December 2022,4.9,30  ,499,
"My Little Book of Krishna: Illustrated board books on Hindu mythology, Indian gods & goddesses for kids age 3+; A Puffin Original.",/Little-Book-Krishna-Illustrated-mythology/dp/0143453246,,"by Penguin India, Ashwitha Jayakumar , et al. ", 9 August 2021,4.7,248  ,125,
Kindergarten Maths Assignment Book for Children Age 2- 5 Years | Early Learning Books,/Kindergarten-Maths-Assignment-Dreamland-Publications/dp/9350899558,,by NA , 1 January 2019,4.5,318  ,250,
Activity Book : My First Pencil Control Activity Book- Practice Pattern writing for kids,/Control-Activity-Practice-Pattern-writing/dp/9353762596,,by Anjie Chatt , 20 January 2022,4.4,148  ,140,
PHYSICS WALLAH Aspire for JEE | Full Course (Main and Advance) Study Material for Class 11 | Complete 9 Books Set PCM Study Material (JEE 2023 Edition),/PHYSICS-WALLAH-Advance-Material-Complete/dp/8195546935,,by PW , 28 February 2022,4.4,235  ,"2,549",
SURA`S ISRO Assistant Upper Division Clerk(UDC) Exam Book in English Medium - Latest Updated Edition 2023,/SURA%60S-Assistant-Division-English-Medium/dp/9395692707,,by V.V.K. Subburaj  , 21 December 2022,,,550,
Cityscape- Colouring Book for Adults,/Cityscape-Adult-Colouring-Peace-Relaxation/dp/9386671964,,by Dreamland Publications , 1 January 2021,4.4,353  ,180,
Examcart SSC Constable GD Practice Sets Book For 2023 Exam,/Examcart-Constable-Practice-Sets-Book/dp/9355611854,,,,4.3,221  ,299,
The Book of Five Rings (Hardcover Library Edition),/Book-Five-Rings-Hardcover-Library/dp/9389440556,,by Miyamoto Musashi  and General Press , 20 September 2019,4.4,"2,612  ",345,in Engineering & Technology
Best of Children’s Classics (Set of 5 Books): Perfect Gift Set for Kids,/Best-Childrens-Classics-Set-Books/dp/9389432006,,"by Antoine de Saint-Exupéry, J.M. Barrie, et al. ", 1 August 2019,4.4,"5,547  ",850,in Children's Mysteries & Curiosities
The Beginner's Guide To Intermittent Fasting: A practical handbook for understanding and implementing the most popular fasting protocols.,/Beginners-Guide-Intermittent-Fasting-understanding-ebook/dp/B0BR2XPWVM,,by Marilyne Renner  , 24 December 2022,,,0,
The Bird with Golden Wings: Stories of Wit and Magic,/Bird-Golden-Wings-Stories-Magic/dp/0143334255,,by Sudha Murty , 27 January 2016,4.7,"2,956  ",199,
"Crowd Clicks® Kid's Magic Water Coloring Books Unlimited Fun with Drawing Reusable Water-Reveal Activity Pad, Chunky-Size Water Pen for Kids - Random Design [4 Books|4 pens]",/Coloring-Unlimited-Reusable-Water-Reveal-Chunky-Size/dp/B0B4HFM8TV,,by Hriman , 1 January 2022,4.1,19  ,999,
Dress Me Up Reusable Sticker Book,/Dress-Me-Reusable-Sticker-Book/dp/9354405436,,by Wonder House Books , 28 February 2022,,,364,
EKALAVYA YEAR BOOK 2023 CURRENT AFFAIRS WITH GENERAL STUDIES RAPID REVISION TELUGU MEDIUM BOOK,/EKALAVYA-CURRENT-AFFAIRS-GENERAL-REVISION/dp/B0BQF5H7X6,Telugu Edition , by Ekalavya Publications and Adari Arjuna , 16 December 2022,5.0,2  ,189,
"The Magic of the Lost Temple: Illustrated, easy to read and much-loved first full length children’s fiction novel by Sudha Murty for ages 8–12: ... fiction novel by Sudha Murty for ages 8–12",/Magic-Lost-Temple-Sudha-Murty/dp/014333316X,,by Sudha Murty , 11 November 2015,4.6,"7,471  ",250,
"Brain Booster Activity Book Set (Set of 10 books) (Colourful Pages) - 3 Years to 5 Years Old - Learn and Practice ABC Capital and Small Letters, Mazes, Spot the Difference, Pencil Control, Dot to Dot, Mathematics - Fun Early Learning",/Brain-Booster-Activity-Book-books/dp/9391924190,,by Maple Press , 1 December 2021,4.2,146  ,400,
101 Witty Stories of Akbar and Birbal - Collection of Humorous Stories For Kids,/101-Witty-Stories-Akbar-Birbal/dp/9390391709,,by Wonder House Books  , 1 January 2020,4.6,"1,162  ",599,
Mandala: Colouring books for Adults with tear out sheets,/Mandala-Colouring-Books-Adults-Sheets/dp/938653861X,,by Wonder House Books  , 1 January 2018,4.5,"3,785  ",249,
My First Animal Sticker Book: Exciting Sticker Book With 100 Stickers,/My-First-Animal-Sticker-Book/dp/9388144945,,by Wonder House Books  , 25 November 2018,4.4,"1,390  ",229,
Shlokas and Mantras For Kids - Illustrated Padded Board Book - Learn About India's Rich Culture and Tradition In Three Languages,/Shlokas-Mantras-Kids-Illustrated-Tradition/dp/9354405169,,by Wonder House Books  , 31 August 2022,5.0,2  ,299,
The Beginner's Guide To Intermittent Fasting: A practical handbook for understanding and implementing the most popular fasting protocols.,/Beginners-Guide-Intermittent-Fasting-understanding-ebook/dp/B0BR2XPWVM,,by Marilyne Renner  , 24 December 2022,,,0,
Dar / डर (उद्धार मौन के) By Acharya Prashant,/Dar-%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%B0-%E0%A4%AE%E0%A5%8C%E0%A4%A8-Acharya-Prashant/dp/9392657404,Hindi Edition , by Acharya Prashant  , 1 January 2015,4.7,226  ,450,in Neuropsychology
Meri Pratham Hindi Sulekh Varnmala,/Meri-Pratham-Hindi-Sulekh-Varnmala/dp/938836936X,Hindi Edition , by Wonder House Books  , 20 April 2019,4.4,"2,349  ",175,
World’s Best Inspirational Books to Change Your Life (Box Set of 3 Books),/Worlds-Best-Inspirational-Books-Change/dp/819489882X,,"by Joseph Murphy Dale Carnegie, Napoleon Hill ", 1 November 2020,4.6,985  ,599,in Mysticism
108 Panchatantra Story Book for Kids (Hindi) (Illustrated) - Panchatantra Ki Kahaniyan,/108-Panchatantra-Stories-Hindi-Illustrated/dp/9391129064,Hindi Edition , by Maple Press  , 1 June 2021,4.4,599  ,160,
Shanti Publication Little Kids Story Books (Set of 16 books),/Little-Kids-Story-Books-Set/dp/B07XY97XSS,,by Shanti Publication , 1 January 2019,4.4,"1,861  ",480,
The Little Book of Good Things!,/Little-Book-Good-Things/dp/9394613145,,by Bhavya Doshi  , 14 November 2022,5.0,13  ,499,
KVS MASTER PRT TGT PGT | Bilingual Book | Rohit Vaidwan | Adhyayan Mantra,/MASTER-Bilingual-Vaidwan-Adhyayan-Mantra/dp/B0BJTWX8L4,Multilingual Edition , by Rohit Vaidwan , 19 November 2022,3.8,65  ,599,
My First 4 in 1 Alphabet Numbers Colours Shapes: Padded Board Books,/First-Alphabet-Numbers-Colours-Shapes/dp/9387779564,,by Wonder House Books  , 1 January 2018,4.3,"4,254  ",299,in Reading Skills
1001 Ultimate Brain Booster Activities for 3 to 6 Years Old Kids,/Ultimate-Brain-Booster-Activities-Years/dp/8131958248,,by Team Pegasus , 1 August 2021,4.5,147  ,495,
B.Ed. Guide Book for Gauhati University B.Ed. CET-2020,/B-Ed-Guide-Gauhati-University-CET-2020-ebook/dp/B08LZXY9KT,,by Kushal Saikia , 26 October 2020,4.4,10  ,0,
Fastrack Maths (Marathi),/Fastrack-Maths-Marathi-Satish-Vase/dp/8194076900,Marathi Edition , by Satish vase , 1 January 2022,4.5,97  ,520,
"Vidyarthi Jeevan, Padhai aur Mauj / विद्यार्थी जीवन, पढ़ाई, और मौज by Acharya Prashant",/Vidyarthi-Jeevan-%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A5%80-Acharya-Prashant/dp/8194794544,Hindi Edition , by Acharya Prashant  , 1 January 2020,4.7,95  ,550,
Activity Book for Kids - Maths for Age 6+,/Activity-Book-Kids-Maths-Age/dp/9391924611,,by Maple Press , 1 October 2021,4.5,195  ,95,
Indian Economy for UPSC CSE by StudyIQ | Indian Economy Book UPSC Book Latest Edition 2022,/Indian-Economy-UPSC-StudyIQ-Latest/dp/B0B4GDF9RK,,by StudyIQ Publications , 17 June 2022,4.4,234  ,699,
My Little Book of Ganesha,/Little-Book-Ganesha-Illustrated-mythology/dp/0143453262,,by Penguin India , 9 August 2021,4.7,250  ,125,
"SHNMN Sank Magic Practice Copybook, (4 BOOK +1 PEN + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic calligraphy books for kids Reusable Writing Tool",/Practice-Preschoolers-Calligraphy-Practical-Lettering/dp/B09HY85DF7,by SHNMN,4.5,233  ,699.0,,,
"Cambridge Ielts 16 Academic Student's Book With Answers: Authentic Examination Papers (Ielts Practice Tests) [paperback] Cambridge English [Jul 06, 2017]…",/Cambridge-Ielts-Academic-Students-Answers/dp/B0B12QYJT9,,by cambridge , 1 January 2020,4.4,130  ,250,
"My First Shaped Board book - Monkey, Die-Cut Animals, Picture Book for Children",/My-First-Shaped-Board-book-Die-Cut-Animals-Picture-Children/dp/9354404022,,by Wonder House Books , 15 December 2021,4.6,78  ,129,
SHIVAJI Maharaj CHARITRA book (Marathi Edition),/SHIVAJI-Maharaj-CHARITRA-book-Marathi-ebook/dp/B09RMXCCKD,Marathi Edition , by Mrunal  bhide , 31 January 2022,,,150,
SSC CGL Mains (TIER - II) Mathematics by RAJA SIR | 28 Sets (2010 to 2021/22) 2800 PYQs |Yearwise and Topicwise | Bilingual | Complete Solutions and Analytics,/SSC-CGL-Mains-TIER-Mathematics/dp/B0BPSQX6P4,,by Raja Sir , 9 December 2022,4.9,30  ,499,
"My Little Book of Krishna: Illustrated board books on Hindu mythology, Indian gods & goddesses for kids age 3+; A Puffin Original.",/Little-Book-Krishna-Illustrated-mythology/dp/0143453246,,"by Penguin India, Ashwitha Jayakumar , et al. ", 9 August 2021,4.7,248  ,125,
Kindergarten Maths Assignment Book for Children Age 2- 5 Years | Early Learning Books,/Kindergarten-Maths-Assignment-Dreamland-Publications/dp/9350899558,,by NA , 1 January 2019,4.5,318  ,250,
Activity Book : My First Pencil Control Activity Book- Practice Pattern writing for kids,/Control-Activity-Practice-Pattern-writing/dp/9353762596,,by Anjie Chatt , 20 January 2022,4.4,148  ,140,
Brilliant Brain Activity Book 3+,/Brilliant-Brain-Activity-Book-3/dp/9389281016,,by Dreamland Publications  , 19 October 2019,4.5,"3,571  ",250,
PHYSICS WALLAH Aspire for JEE | Full Course (Main and Advance) Study Material for Class 11 | Complete 9 Books Set PCM Study Material (JEE 2023 Edition),/PHYSICS-WALLAH-Advance-Material-Complete/dp/8195546935,,by PW , 28 February 2022,4.4,235  ,"2,549",
"Indian Polity for UPSC (1st Edition) by Study IQ | Indian Polity Book for UPSC CSE, State PCS & Other Govt. Exams",/Indian-Polity-Study-State-Other/dp/B0BGH1F7Q6,,by StudyIQ Publications , 25 September 2022,4.4,79  ,849,
My First Shaped Board Book: Illustrated Lord Shiva Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses),/First-Shaped-Board-Book-Illustrated/dp/9354401597,,,,4.5,31  ,125,
"Garbha Sanskar Book ""Garbhavastha 90"" World's First book explaining and practicalizing 90 spiritual and psychological activities during/before pregnancy. (G90_GUJARATI)",/Garbhavastha-explaining-practicalizing-psychological-G90_GUJARATI/dp/B0BDL5RHL1,Gujarati Edition ," by Ashish A Bhalani, Virendra V Vaishnav, et al. ", 3 June 2022,5.0,3  ,"2,999",
SSC CGL Tier 2 Computer Knowledge Book Hindi Medium,/Tier-Computer-Knowledge-Hindi-Medium/dp/B0BP77LJG4,Hindi Edition , by Pinnacle Publications , 5 December 2022,,,460,
Zen Sangam Mandala Young Adults Colouring Book : Experts (Level 5),/Sangam-Mandala-Young-Adults-Colouring/dp/B07VHS6FRC,,,,4.4,"1,377  ",200,
ROOT WORD BOOK Word Power,/Word-Power-Manisha-Bansal/dp/B07C4ZQ7FT,,by Manisha Bansal , 14 October 2018,4.3,"1,144  ",350,in Uttar Pradesh (UPSSC)
"One Day, Life Will Change: A story of love and inspiration to win life when it hits you hard . . .",/One-Day-Life-Will-Change/dp/9389717841,,by Saranya Umakanthan  , 1 March 2020,4.4,"2,074  ",199,in Reincarnation
"Panchatantra Story (Hindi) (Set of 5 Books) - Colourful Story Books for Kids - Animal tales from Ancient India - The Turtle and the Swan, The Monkey ... The Friendly Rats, The Pigeons and the Rats",/Panchatantra-Story-Hindi-Set-Books/dp/9390292549,Hindi Edition , by Maple Press  , 1 January 2020,4.4,208  ,275,
Copy Colour - Fruits,/Copy-Colour-Fruits-Books/dp/1730174841,,by Dreamland Publications , 1 January 2011,4.3,"3,434  ",80,
