name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Lychee bags PU sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91-7kI-9YnL._AC_UL320_.jpg,https://www.amazon.in/Lychee-Bags-Womens-Jennifer-Sling/dp/B06XCJZRXW/ref=sr_1_177?qid=1679152729&s=apparel&sr=1-177,4.1,240,₹629,"₹1,699"
Hidesign Women's Tote Bag (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81anGFC4+DL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-ECOM-Exclusive-Womens-Shoulder/dp/B01N4B7R8Q/ref=sr_1_178?qid=1679152729&s=apparel&sr=1-178,3.4,26,"₹7,859","₹9,995"
Under Armour Men's Baseball Training Henley,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61TgCoiqQzL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Baseball-Training-Henley/dp/B01FWVRQUI/ref=sr_1_179?qid=1679152729&s=apparel&sr=1-179,4.8,30,,"₹8,396.16"
Hidesign Women's Leather Wallet Handbag (Red),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91ooHnZlgYL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-ATRIA-W2-RF-Womens/dp/B07BSWH5K4/ref=sr_1_180?qid=1679152729&s=apparel&sr=1-180,4.1,26,"₹1,506","₹3,695"
Hidesign Women's Sling Bag (Black),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81OfRlBIoyL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Exclusive-Womens-Handbag-Black/dp/B01H1TUMRI/ref=sr_1_181?qid=1679152729&s=apparel&sr=1-181,4.3,29,"₹6,717","₹9,095"
Favria Polyester Water Resistant CrossBody Messenger Sling Bag for Men and Women,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91jgAQsW+PL._AC_UL320_.jpg,https://www.amazon.in/Favria-Unisex-Polyester-Grey-Black/dp/B076F66K49/ref=sr_1_182?qid=1679152729&s=apparel&sr=1-182,3.7,326,₹474,"₹1,299"
Hidesign Women's Tote Bag (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/518ilbz7sXL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-leather-Womens-Handbag-NYLE/dp/B07DHPY3LC/ref=sr_1_183?qid=1679152729&s=apparel&sr=1-183,3.7,24,"₹3,101","₹6,695"
Tooba Women's Clutch,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81qpPaZlBqL._AC_UL320_.jpg,https://www.amazon.in/Tooba-Womens-Velvet-Embroidered-Rani/dp/B07D79MV98/ref=sr_1_184?qid=1679152729&s=apparel&sr=1-184,4.1,69,₹388,"₹2,999"
Under Armour Men's Sportstyle KO T-Shirt,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61nYvjw7+ML._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Sportstyle-T-Shirt-Graphite/dp/B01FLFL41C/ref=sr_1_185?qid=1679152729&s=apparel&sr=1-185,4.8,9,,"₹5,399.46"
CLASSIC FASHION Women's Shoulder Bag (cfs0153 bol_Multicolored),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/51fKBtHVi2L._AC_UL320_.jpg,https://www.amazon.in/CLASSIC-FASHION-Handbag-Multicolor-Cfs0153/dp/B01MY20ISS/ref=sr_1_186?qid=1679152729&s=apparel&sr=1-186,3.9,344,₹799,"₹3,599"
Hidesign Women's Wallet (Red),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91DBcmL89OL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-ECOM-Exclusive-Womens-Wallet/dp/B01H1TUQU6/ref=sr_1_187?qid=1679152729&s=apparel&sr=1-187,4.0,16,"₹2,596","₹3,195"
Mango star Women's Shoulder Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61-FOjHLdUL._AC_UL320_.jpg,https://www.amazon.in/Mango-Womens-Synthetic-Leather-Handbag/dp/B073Z5P9XP/ref=sr_1_188?qid=1679152729&s=apparel&sr=1-188,3.7,585,₹398,₹999
"RITUPAL COLLECTION - Identify Your Look, Define Your Style Women's Handbag",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81d-3yaqZRL._AC_UL320_.jpg,https://www.amazon.in/RITUPAL-COLLECTION-Identify-Shoulder-RTC_016/dp/B079QYH76B/ref=sr_1_189?qid=1679152729&s=apparel&sr=1-189,3.7,508,₹379,₹999
Hidesign Women's Shoulder Bag (Purple),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81WBxootfcL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Exclusive-Womens-Shoulder-Purple/dp/B010B9FESM/ref=sr_1_190?qid=1679152729&s=apparel&sr=1-190,3.3,30,,
Under Armour Men's Tech Terry Hoodie,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/616opeeufxL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Hoodie-Marker-XXX-Large/dp/B01EO3NYUG/ref=sr_1_191?qid=1679152729&s=apparel&sr=1-191,4.6,49,,"₹16,367.56"
AWESOME FASHIONS Women's Clutch (Beige),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71Nv76SovbL._AC_UL320_.jpg,https://www.amazon.in/Awesome-Fashions-WomenS-Clutch-Beige/dp/B01EPV4N7K/ref=sr_1_192?qid=1679152729&s=apparel&sr=1-192,3.7,331,₹199,₹999
Lapis O Lupo Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/816ucWBjKRL._AC_UL320_.jpg,https://www.amazon.in/Lapis-Lupo-Nwahr-Women-Sling/dp/B0793XW6Y3/ref=sr_1_193?qid=1679152729&s=apparel&sr=1-193,3.8,218,₹692,"₹1,899"
WildHorn� Leather 8.5 inch Sling Messenger Bag for Men I Multipurpose Crossbody Bag I Travel Bag with Adjustable Strap I D...,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81Q033EGX0L._AC_UL320_.jpg,https://www.amazon.in/WildHorn-Leather-Messenger-MB205-1H/dp/B07BW6R8ZF/ref=sr_1_194?qid=1679152729&s=apparel&sr=1-194,3.9,63,"₹1,949","₹4,999"
Under Armour Women's Terry Crop,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/6113Cj3e55L._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Terry-Crop-Steel/dp/B01EIOV28C/ref=sr_1_195?qid=1679152729&s=apparel&sr=1-195,,,,"₹14,398.56"
Diana Korr Women's Wallet (Gold) (DKW15GLD),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91zdfBFPAHL._AC_UL320_.jpg,https://www.amazon.in/Diana-Korr-Womens-Wallet-Gold/dp/B01ITL25Q8/ref=sr_1_196?qid=1679152729&s=apparel&sr=1-196,3.3,26,₹971,"₹1,799"
AWESOME FASHIONS Black & Cream Synthetic Women's Clutch (AF045) (Combo),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/31ZiUCBvm6L._AC_UL320_.jpg,https://www.amazon.in/Awesome-Fashions-Womens-Clutch-Combo/dp/B01EPV3XHG/ref=sr_1_197?qid=1679152729&s=apparel&sr=1-197,3.6,488,₹299.99,₹999
Hidesign Women Tote (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/8195jPWUEvL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-leatherWomens-Handbag-KASAI-Blue/dp/B07DJ5XF3W/ref=sr_1_198?qid=1679152729&s=apparel&sr=1-198,4.1,9,"₹8,194","₹8,195"
Bizanne Fashion Women's Vogue PU College Bags Backpacks (Red),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71gcM8WBeGL._AC_UL320_.jpg,https://www.amazon.in/Bizarre-Vogue-Stylish-College-Backpacks/dp/B079P4V2GJ/ref=sr_1_199?qid=1679152729&s=apparel&sr=1-199,3.4,208,₹305,₹590
Under Armour Women's Favorite Fleece Word Mark Popover,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51rSzkR240L._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Womens-Favorite-Popover/dp/B019ZGK4KU/ref=sr_1_197?qid=1679152730&s=apparel&sr=1-197,4.5,113,,"₹8,547.35"
Sleema Fashion Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81ylgWG+jDL._AC_UL320_.jpg,https://www.amazon.in/Sleema-fashion-Womens-College-Sling/dp/B07H47JRLR/ref=sr_1_198?qid=1679152730&s=apparel&sr=1-198,3.4,"2,261",₹299,₹999
Butterflies Women Pu Wallet For Ladies and Girls,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61E2iGGa0vL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-Womens-Wallet-BNS-2385BL/dp/B06X95ZXRR/ref=sr_1_199?qid=1679152730&s=apparel&sr=1-199,4.1,276,₹384,"₹3,399"
PUMA Women's Puma X Sue Tsai Shorts,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81BUUUKvY7L._AC_UL320_.jpg,https://www.amazon.in/PUMA-Womens-Puma-Shorts-Black/dp/B07NPTQQZS/ref=sr_1_200?qid=1679152730&s=apparel&sr=1-200,,,,"₹9,899.01"
Element Cart Women's Handbag (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71UbsDHouAL._AC_UL320_.jpg,https://www.amazon.in/Element-Cart-Material-Color-Women/dp/B078VDZTG7/ref=sr_1_201?qid=1679152730&s=apparel&sr=1-201,3.6,210,₹339,"₹2,249"
Under Armour Men's CoolSwitch Jacquard Polo,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61HGHHLJPcL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-CoolSwitch-Jacquard-X-Large/dp/B0183JOT2O/ref=sr_1_202?qid=1679152730&s=apparel&sr=1-202,4.3,6,,"₹10,077.19"
Butterflies Women Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81lWOLmwKEL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-Women-Sling-BNS-B-2038-BL/dp/B0791G1JHV/ref=sr_1_203?qid=1679152730&s=apparel&sr=1-203,3.8,96,₹339,"₹2,299"
PUMA Men's Graphic Logo N.2 Tee,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71sFvrRzxzL._AC_UL320_.jpg,https://www.amazon.in/Puma-Mens-Graphic-Logo-Surf/dp/B07H35D93C/ref=sr_1_204?qid=1679152730&s=apparel&sr=1-204,4.0,15,,"₹3,950"
Divu Collections DC's Stylish & Casual Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81lBbq0Hf-L._AC_UL320_.jpg,https://www.amazon.in/Divu-Collections-Womens-Beige-Sling/dp/B07DQHL5QG/ref=sr_1_205?qid=1679152730&s=apparel&sr=1-205,3.5,132,₹310,₹499
Under Armour Men's Storm WWP Property of Hoodie,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61mWuCsJ-ZL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Storm-Property-Hoodie/dp/B0107P8JOG/ref=sr_1_206?qid=1679152730&s=apparel&sr=1-206,4.4,58,,"₹9,899.01"
"AWESOME FASHIONS Women's Clutch, Wallet combo peach and aqua green",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71+SJIA-P1L._AC_UL320_.jpg,https://www.amazon.in/Awesome-Fashions-Clutch-Wallet-Combo/dp/B01EPV4H5S/ref=sr_1_207?qid=1679152730&s=apparel&sr=1-207,3.8,371,₹289,₹999
PUMA Men's Iconic MCS Slim Polo,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51N8tOkV0ZL._AC_UL320_.jpg,https://www.amazon.in/Puma-Iconic-Cotton-Black-X-Large/dp/B07FGTNCX5/ref=sr_1_208?qid=1679152730&s=apparel&sr=1-208,4.4,31,,"₹8,099.19"
Dfriend Women's Clutch (Gold),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81K1trJaVaL._AC_UL320_.jpg,https://www.amazon.in/Dfriend-Womens-Clutch-Gold-D-1-Go/dp/B071CXW4D9/ref=sr_1_209?qid=1679152730&s=apparel&sr=1-209,3.6,350,₹249,₹349
Under Armour Men's Storm Forest Hoodie,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31su4boi7jL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Forest-Hoodie-Medium/dp/B00GZHAN2C/ref=sr_1_210?qid=1679152730&s=apparel&sr=1-210,5.0,2,,"₹17,996.40"
Mango star Women's Shoulder Bag (Cream),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51FSaZd0Y5L._AC_UL320_.jpg,https://www.amazon.in/Mango-Star-Womens-Cream-Sling/dp/B07FFTYLRN/ref=sr_1_211?qid=1679152730&s=apparel&sr=1-211,3.7,107,₹319,₹999
PUMA Golf Women's 2019 Super Soft Polo,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81SgNQF+TTL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Super-Black-Heather/dp/B07F43HKVF/ref=sr_1_212?qid=1679152730&s=apparel&sr=1-212,4.4,6,,"₹4,497.75"
Gracetop Women's Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31f0EzYRDfL._AC_UL320_.jpg,https://www.amazon.in/Gracetop-Womens-Handbag-Pink-5Gla-Pink/dp/B013I2Z5OC/ref=sr_1_216?qid=1679152730&s=apparel&sr=1-216,3.7,699,₹299,₹899
Lychee Bags Women's Blue Canvas Lucy Backpack,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81Hy24yWOLL._AC_UL320_.jpg,https://www.amazon.in/Lychee-Bags-Womens-Canvas-Backpack/dp/B01LZA5O1Z/ref=sr_1_217?qid=1679152730&s=apparel&sr=1-217,4.2,349,₹799,"₹1,999"
Under Armour Men's Ignite Crew Socks,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/813CkQqzonL._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Ignite-Socks-Medium/dp/B00BWAN5RW/ref=sr_1_218?qid=1679152730&s=apparel&sr=1-218,4.7,62,,"₹3,950"
Hidesign Women's Leather Wallet (Midnight Blue Lobster),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/815yMc4xMRL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Womens-Wallet-Midnight-Lobster/dp/B072KR2YJB/ref=sr_1_219?qid=1679152730&s=apparel&sr=1-219,4.2,49,,
PUMA Women's Xtg Leggings,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51UOipit9YL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-XTG-Leggings-Hibiscus/dp/B07DXXKJG9/ref=sr_1_220?qid=1679152730&s=apparel&sr=1-220,3.9,27,,"₹8,450.15"
sugarcrush Women's Clutch,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91j7CI11ewL._AC_UL320_.jpg,https://www.amazon.in/sugarcrush-Womens-Clutch-Detachable-Sling/dp/B07CYT6Q25/ref=sr_1_221?qid=1679152730&s=apparel&sr=1-221,4.1,219,₹899,"₹1,999"
Under Armour Men's Tactical Charged Cotton,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81rPspxOx1L._AC_UL320_.jpg,https://www.amazon.in/Under-Armour-Tactical-Charged-Cotton/dp/B008GRH22I/ref=sr_1_222?qid=1679152730&s=apparel&sr=1-222,4.3,174,,"₹3,950"
Mango star Women's Shoulder Bag (Pink),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71imKH5DFWL._AC_UL320_.jpg,https://www.amazon.in/Womens-Maroon-Synthetic-Leather-Handbag/dp/B073YR475S/ref=sr_1_223?qid=1679152730&s=apparel&sr=1-223,3.6,285,₹298,"₹1,299"
Belladona Women's Cotton Mirror Work Clutch (Black),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41WNNizlmmL._AC_UL320_.jpg,https://www.amazon.in/Belladona-Womens-Cotton-Black-Mirror/dp/B0784WH5S5/ref=sr_1_224?qid=1679152730&s=apparel&sr=1-224,4.2,126,₹199,₹899
iGypsy Women's Shoulder Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71X3mmRMfqL._AC_UL320_.jpg,https://www.amazon.in/iGypsy-Womens-Handbag-Maroon-HBAG1506033/dp/B0188GPZQ6/ref=sr_1_225?qid=1679152730&s=apparel&sr=1-225,3.5,313,₹289,₹999
Vivinkaa Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81Rils9+HRL._AC_UL320_.jpg,https://www.amazon.in/Vivinkaa-Womens-Sling-Bag-Blue/dp/B015CPHRP8/ref=sr_1_226?qid=1679152730&s=apparel&sr=1-226,3.8,452,₹379,₹899
CAPRESE Kiko Pink Faux Leather Women's Wallet (WTKIKLGPNK),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/9172iVE35SL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Kiko-Womens-Wallet-Pink/dp/B07D3XK6KZ/ref=sr_1_227?qid=1679152730&s=apparel&sr=1-227,4.1,107,₹999,"₹1,499"
cuzdan Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81FTHPjMyfL._AC_UL320_.jpg,https://www.amazon.in/cuzdan-Mens-Brown-Synthetic-Messenger/dp/B06XYL18VY/ref=sr_1_228?qid=1679152730&s=apparel&sr=1-228,4.0,142,"₹1,293","₹2,999"
Puma Women's Plain T-Shirt,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71nRoJ07jxL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Plain-T-Shirt-59076701_Black_S/dp/B01N2I769B/ref=sr_1_229?qid=1679152730&s=apparel&sr=1-229,3.8,12,,"₹2,499"
KAWTRA Women's Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41-XHrEzhRL._AC_UL320_.jpg,https://www.amazon.in/KAWTRA-Womens-Handbag-Peach-KBAGS-039/dp/B075P32TYV/ref=sr_1_230?qid=1679152730&s=apparel&sr=1-230,3.5,450,₹299,₹999
Hidesign Women's Handbag (Orange),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81Yns613xXL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-GEMINI-02-ANDORA-SNAKE-Handbag/dp/B0773TMH7G/ref=sr_1_231?qid=1679152730&s=apparel&sr=1-231,3.6,15,"₹3,684","₹8,395"
H&B Women's Tote Bag (LNH-keep swimming_Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81rxqw7IeEL._AC_UL320_.jpg,https://www.amazon.in/Womens-Blue-Jute-Lunch-Inch/dp/B07BZMRHW1/ref=sr_1_232?qid=1679152730&s=apparel&sr=1-232,3.9,97,₹350,₹599
Lavie Enmesh Women's Large Tote (Camel),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/514w9DQ4ZdL._AC_UL320_.jpg,https://www.amazon.in/Lavie-HPEP376060K4-Womens-Handbag-Camel/dp/B06Y5SDDN3/ref=sr_1_233_mod_primary_new?qid=1679152730&s=apparel&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-233,3.9,80,"₹1,756.55","₹4,260"
"MIMISKU backpack set with backpack, sling bag, wallet and coin pouch with key chain",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61PIdnlD-NL._AC_UL320_.jpg,https://www.amazon.in/Mimisku-Womens-Backpack-Sling-Metallic/dp/B07F484WPW/ref=sr_1_234?qid=1679152730&s=apparel&sr=1-234,3.5,160,₹700,"₹1,000"
"RITUPAL COLLECTION - Identify Your Look, Define Your Style Women's Shoulder Bag",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81EU4v0mt-L._AC_UL320_.jpg,https://www.amazon.in/RITUPAL-COLLECTION-Identify-Define-Handbag/dp/B079KGHP2T/ref=sr_1_235?qid=1679152730&s=apparel&sr=1-235,3.3,263,₹399,₹999
